matrix_index,side_effect_name,sider_umls_cui,meddra_id,meddra_name,canonical_optimuskg_id,alias_optimuskg_ids,mapping_method,mapping_status,requires_review
887,tardive dyskinesia,C0686347,10043118,Tardive dyskinesia,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
888,telangiectasia,C0039446,10043189,Telangiectasia,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
889,temperature intolerance,C1112320,10057040,Temperature intolerance,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
890,tenderness,C0234233,10043224,Tenderness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
891,tendinous contracture,C0158350,10043233,Tendinous contracture,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
892,tendon disorder,C0151936,10043239,Tendon disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
893,tendonitis,C0039503,10043255,Tendonitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
894,tendon sheath inflammation,,,,,[],,unresolved,True
895,tension,C0233494,10043268,Tension,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
896,tension headache,C0033893,10043269,Tension headache,,"[""HP_0012228""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
897,testicular pain,C0039591,10043345,Testicular pain,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
898,tetany,C0039621,10043380,Tetany,,"[""HP_0001281""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
899,therapeutic response unexpected,C0853141,10043417,Therapeutic response unexpected,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
900,thinking abnormal,C0233632,10043431,Thinking abnormal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
902,throat irritation,C0700184,10043521,Throat irritation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
903,throat tightness,C0236071,10043528,Throat tightness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
905,platelets increase,,,,,[],,unresolved,True
906,thrombophlebitis,C0040046,10043570,Thrombophlebitis,,"[""HP_0004418""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
908,thrombotic thrombocytopenic purpura,C0034155,10043648,Thrombotic thrombocytopenic purpura,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
909,thyroid disorder,C0040128,10043709,Thyroid disorder,,"[""HP_0000820""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
910,thyroid neoplasm,C0040136,10043744,Thyroid neoplasm,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
911,thyroiditis,C0040147,10043778,Thyroiditis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
913,tongue discolouration,C0151596,10043949,Tongue discolouration,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
914,tongue disorder,C0040409,10043951,Tongue disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
915,tongue oedema,C0151610,10043967,Tongue oedema,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
916,tongue ulceration,C0235351,10043991,Tongue ulceration,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
917,tonsillitis,C0040425,10044008,Tonsillitis,,"[""HP_0011110""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
918,tooth abscess,C0518988,10044016,Tooth abscess,,"[""HP_0030757""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
919,tooth disorder,C0040435,10044034,Tooth disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
920,tooth infection,C0877046,10048762,Tooth infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
921,toothache,C0040460,10044055,Toothache,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
922,ventricular arrhythmias and cardiac arrest,,,,,[],,unresolved,True
923,torticollis,C0040485,10044074,Torticollis,,"[""HP_0000473""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
924,toxic epidermal necrolysis,C0014518,10044223,Toxic epidermal necrolysis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
925,toxicity to various agents,C3160741,10070863,Toxicity to various agents,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
926,tracheitis,C0040584,10044302,Tracheitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
927,trachea bronchus inflammation,,,,,[],,unresolved,True
928,transaminases increased,C0438717,10054889,Transaminases increased,,"[""HP_0002910""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
929,transient ischaemic attack,C0007787,10044390,Transient ischaemic attack,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
931,masseter spasms,,,,,[],,unresolved,True
932,inflammation of the interstitial tissue of the kidney,,,,,[],,unresolved,True
933,tumour lysis syndrome,C0041364,10045170,Tumour lysis syndrome,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
934,ulcer,C0041582,10045285,Ulcer,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
935,ulcerative keratitis,C0010043,10064996,Ulcerative keratitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
936,unintended pregnancy,C0041747,10045542,Unintended pregnancy,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
938,upper airway cough syndrome,,,,,[],,unresolved,True
939,urethral disorder,C0041969,10046445,Urethral disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
940,urethritis,C0041976,10046480,Urethritis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
941,urethritis non infective,,,,,[],,unresolved,True
942,urinary hesitation,C0152032,10046542,Urinary hesitation,,"[""HP_0000019""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
943,urinary incontinence,C0042024,10046543,Urinary incontinence,,"[""HP_0000020""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
944,urinary retention,C0080274,10046555,Urinary retention,,"[""HP_0000016""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
945,urinary tract disorder,C0042075,10046566,Urinary tract disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
946,urinary tract infection,C0042029,10046571,Urinary tract infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
947,urine abnormality,C0235639,10046607,Urine abnormality,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
948,urine analysis abnormal,C0438142,10062226,Urine analysis abnormal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
949,urine output increased,C1167965,10059896,Urine output increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
951,uterine disorder,C0042131,10046779,Uterine disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
952,uterine haemorrhage,C0042134,10046788,Uterine haemorrhage,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
953,uterine smooth muscle tumor,,,,,[],,unresolved,True
954,uterine spasm,C0151998,10046823,Uterine spasm,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
955,uveitis,C0042164,10046851,Uveitis,,"[""HP_0000554""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
957,vaginal haemorrhage,C2979982,10046910,Vaginal haemorrhage,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
958,vaginal infection,C0404521,10046914,Vaginal infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
959,varicose vein,C0042345,10046996,Varicose vein,,"[""HP_0002619""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
960,vascular headache,C0042376,10047077,Vascular headache,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
961,vascular purpura,C1368065,10047097,Vascular purpura,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
963,vasodilation procedure,C1142412,10058794,Vasodilation procedure,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
964,vasospasm,C0085616,10047163,Vasospasm,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
966,ventricular arrhythmia,C0085612,10047281,Ventricular arrhythmia,,"[""HP_0004308""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
967,premature ventricular contractions,,,,,[],,unresolved,True
968,ventricular fibrillation,C0042510,10047290,Ventricular fibrillation,,"[""HP_0001663""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
969,ventricular tachycardia,C0042514,10047302,Ventricular tachycardia,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
971,vestibular disorder,C0042594,10047386,Vestibular disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
972,viral diarrhoea,C0152517,10051511,Viral diarrhoea,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
973,viral infection,C0042769,10047461,Viral infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
974,viral upper respiratory tract infection,C0339916,10047482,Viral upper respiratory tract infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
975,vision blurred,C0344232,10047513,Vision blurred,,"[""HP_0000622""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
976,visual acuity reduced,C0234632,10047531,Visual acuity reduced,,"[""HP_0007663""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
977,visual impairment,C3665347,10047571,Visual impairment,,"[""HP_0000505""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
979,vulva vaginal candidiasis,,,,,[],,unresolved,True
980,vulva vaginal dryness,,,,,[],,unresolved,True
981,vulva vaginal mold infection,,,,,[],,unresolved,True
982,vulva vaginal pruritus,,,,,[],,unresolved,True
983,vulva vagina inflammation,,,,,[],,unresolved,True
984,weight decreased,C0043096,10047895,Weight decreased,,"[""HP_0001824""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
985,weight increased,C0043094,10047899,Weight increased,,"[""HP_0004324""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
986,wheezing,C0043144,10047924,Wheezing,,"[""HP_0030828""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
987,white blood cell count decreased,C0750394,10047942,White blood cell count decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
988,white blood cell count increased,C0750426,10047943,White blood cell count increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
989,withdrawal syndrome,C0038587,10048010,Withdrawal syndrome,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
990,wound infection,C0043241,10048038,Wound infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
991,wound secretion,C0406834,10048629,Wound secretion,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
992,dry eye,C0314719,10013774,Dry eye,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
993,yawning,C0043387,10048232,Yawning,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
